|text|rt_count|tweet_datetime|tokens|char_count|word_count|urls|url_count|hashtags|hashtag_count|mentions|mentions_count
36|How much do you know about Coke Zero? Test yourself! https://t.co/3kvtvCl8Zv #CokeZeroTrivia|0|Mon Feb 15 20:44:33 +0000 2016|[How, much, do, you, know, about, Coke, Zero?, Test, yourself, https://t.co/3kvtvCl8Zv, #CokeZeroTrivia]|92|12|[https://t.co/3kvtvCl8Zv]|1|[#CokeZeroTrivia]|1|[#CokeZeroTrivia]|1
37|@Tanyawarren: A new era by planitisgi.gr https://t.co/FgDhWK7vXl via Etsy Cute list by @PLANITISGI inc. my #baby blanket      #craft https:   |1|Mon Feb 15 20:44:33 +0000 2016|[@Tanyawarren, A, new, era, by, planitisgi.gr, https://t.co/FgDhWK7vXl, via, Etsy, Cute, list, by, @PLANITISGI, inc, my, #baby, blanket, #craft, https]|142|19|[https://t.co/FgDhWK7vXl, https]|1|[#baby, #craft]|1|[#baby, #craft]|1
38|"Found a Transponder Snail!
Get an inside look at a shadowy criminal empire!
https://t.co/LDrAsmNJjR #TreCru https://t.co/0sQ3Hvp5Wb"|0|Mon Feb 15 20:44:33 +0000 2016|"[Found, a, Transponder, Snail, 
Get, an, inside, look, at, a, shadowy, criminal, empire, 
https://t.co/LDrAsmNJjR, #TreCru, https://t.co/0sQ3Hvp5Wb]"|131|16|[https://t.co/0sQ3Hvp5Wb]|1|[#TreCru]|1|[#TreCru]|1
39|I sure do miss my best friend @Caarleeraae     |0|Mon Feb 15 20:44:33 +0000 2016|[I, sure, do, miss, my, best, friend, @Caarleeraae]|47|8|[]|1|[]|1|[]|1
40|@_tyera: I don't wanna fall in love|1|Mon Feb 15 20:44:33 +0000 2016|[@_tyera, I, don't, wanna, fall, in, love]|35|7|[]|1|[]|1|[]|1
41|Dude (@mmann), we're just getting the      East Coast under control. @kellenw when you're back in Van, a #RandomActsOfPizza may be in store.|0|Mon Feb 15 20:44:33 +0000 2016|[Dude, (@mmann), we're, just, getting, the, East, Coast, under, control, @kellenw, when, you're, back, in, Van, a, #RandomActsOfPizza, may, be, in, store.]|140|22|[]|1|[#RandomActsOfPizza]|1|[#RandomActsOfPizza]|1
42|@MindfulStudies: A #mindfulmonday reminder from @KripaluCenter https://t.co/5QTHDXBesk|7|Mon Feb 15 20:44:33 +0000 2016|[@MindfulStudies, A, #mindfulmonday, reminder, from, @KripaluCenter, https://t.co/5QTHDXBesk]|86|7|[https://t.co/5QTHDXBesk]|1|[#mindfulmonday]|1|[#mindfulmonday]|1
43|It's Been A Long Day Today     |0|Mon Feb 15 20:44:33 +0000 2016|[It's, Been, A, Long, Day, Today]|31|6|[]|1|[]|1|[]|1
44|God knows and understand the hearts of people better than we do.|0|Mon Feb 15 20:44:33 +0000 2016|[God, knows, and, understand, the, hearts, of, people, better, than, we, do.]|64|12|[]|1|[]|1|[]|1
45|@Ellis_2025: Kia sportage 31k miles   253 PM no deposit.. Great family car very practical! Message for more info @PROSPORTSCARS https://t   |3|Mon Feb 15 20:44:33 +0000 2016|[@Ellis_2025, Kia, sportage, 31k, miles, 253, PM, no, deposit., Great, family, car, very, practical, Message, for, more, info, @PROSPORTSCARS, https://t]|140|20|[https://t]|1|[]|1|[]|1
46|@TeamWizVIP  sent 30 for access through March 31.Twitter handle is claybird32|0|Mon Feb 15 20:44:33 +0000 2016|[@TeamWizVIP, sent, 30, for, access, through, March, 31.Twitter, handle, is, claybird32]|77|11|[]|1|[]|1|[]|1
47|@bevansisme: @C0dyR0se you better cheer up right now and get out of your blah mood.     |3|Mon Feb 15 20:44:33 +0000 2016|[@bevansisme, @C0dyR0se, you, better, cheer, up, right, now, and, get, out, of, your, blah, mood]|88|15|[]|1|[]|1|[]|1
48|@Popn_C4: Females do lol  https://t.co/akdfESZYKP|1|Mon Feb 15 20:44:33 +0000 2016|[@Popn_C4, Females, do, lol, https://t.co/akdfESZYKP]|49|5|[https://t.co/akdfESZYKP]|1|[]|1|[]|1
49|@macsterd @tedcruz  I am a independent and voting for Trump|0|Mon Feb 15 20:44:33 +0000 2016|[@macsterd, @tedcruz, I, am, a, independent, and, voting, for, Trump]|59|10|[]|1|[]|1|[]|1
50|@BarryAlanHair: Who's coming to the amazing #hairshow @nwchfw #norwichhour #norfolkhour. We are going to be show casing our haircut and    |1|Mon Feb 15 20:44:33 +0000 2016|[@BarryAlanHair, Who's, coming, to, the, amazing, #hairshow, @nwchfw, #norwichhour, #norfolkhour, We, are, going, to, be, show, casing, our, haircut, and]|139|20|[]|1|[#hairshow, #norwichhour, #norfolkhour]|1|[#hairshow, #norwichhour, #norfolkhour]|1
51|"@Kranged unless you're VERY close to Sweden I gotta disagree... tutorial is THAT long.
Great game, but poorly optimized at best.
Have fun ;)"|0|Mon Feb 15 20:44:33 +0000 2016|"[@Kranged, unless, you're, VERY, close, to, Sweden, I, gotta, disagree.., tutorial, is, THAT, long.
Great, game, but, poorly, optimized, at, best.
Have, fun, ;)]"|140|22|[]|1|[]|1|[]|1
52|Love you @jeremiahlwj !!!|0|Mon Feb 15 20:44:33 +0000 2016|[Love, you, @jeremiahlwj]|25|3|[]|1|[]|1|[]|1
53|@Billyesmiwacho: DOCE. #VoteLabRats #KCA|6|Mon Feb 15 20:44:33 +0000 2016|[@Billyesmiwacho, DOCE, #VoteLabRats, #KCA]|40|4|[]|1|[#VoteLabRats, #KCA]|1|[#VoteLabRats, #KCA]|1
54|@mmeeggan_16 @AlmightyChinoo Lol of course you did|0|Mon Feb 15 20:44:33 +0000 2016|[@mmeeggan_16, @AlmightyChinoo, Lol, of, course, you, did]|50|7|[]|1|[]|1|[]|1
55|@CRDJSAngels: New #Mixtape #Alert #TheCoSign @Yung_Yungn_XO download now via @spinrilla https://t.co/N5ScKff4ZK https://t.co/kvQbEgiedy|1|Mon Feb 15 20:44:33 +0000 2016|[@CRDJSAngels, New, #Mixtape, #Alert, #TheCoSign, @Yung_Yungn_XO, download, now, via, @spinrilla, https://t.co/N5ScKff4ZK, https://t.co/kvQbEgiedy]|135|12|[https://t.co/N5ScKff4ZK, https://t.co/kvQbEgiedy]|1|[#Mixtape, #Alert, #TheCoSign]|1|[#Mixtape, #Alert, #TheCoSign]|1
56|@OlicityDreams: Barrowman. https://t.co/EiGXbGTjle|7|Mon Feb 15 20:44:33 +0000 2016|[@OlicityDreams, Barrowman, https://t.co/EiGXbGTjle]|50|3|[https://t.co/EiGXbGTjle]|1|[]|1|[]|1
57|@Zayn_Raw: .@krbe I'm requesting @zaynmalik's new song #PillowTalk|1|Mon Feb 15 20:44:33 +0000 2016|[@Zayn_Raw, .@krbe, I'm, requesting, @zaynmalik's, new, song, #PillowTalk]|66|8|[]|1|[#PillowTalk]|1|[#PillowTalk]|1
58|@Tbhsherin they trying to get you up outta here|0|Mon Feb 15 20:44:33 +0000 2016|[@Tbhsherin, they, trying, to, get, you, up, outta, here]|47|9|[]|1|[]|1|[]|1
59|"I can hear every movement of that man's* teeth crunching his food partly because food is cascading from it as he chews. 

*not window man"|0|Mon Feb 15 20:44:33 +0000 2016|"[I, can, hear, every, movement, of, that, man's*, teeth, crunching, his, food, partly, because, food, is, cascading, from, it, as, he, chews, 

*not, window, man]"|137|25|[]|1|[]|1|[]|1
60|@baldwinhumane: Hanging with @Kelly_WPMI Local 15. We're with @KellyJ_WPMI every other Friday at 12:30!! https://t.co/54zMBajZwC|1|Mon Feb 15 20:44:33 +0000 2016|[@baldwinhumane, Hanging, with, @Kelly_WPMI, Local, 15, We're, with, @KellyJ_WPMI, every, other, Friday, at, 12:30, https://t.co/54zMBajZwC]|128|15|[https://t.co/54zMBajZwC]|1|[]|1|[]|1
61|@aevarrafn: Protectors of Iceland and Mount Hekla. https://t.co/447fAQTgq0 via @Etsy #handmade #screenprinting #tshirtoftheday https://t   |2|Mon Feb 15 20:44:33 +0000 2016|[@aevarrafn, Protectors, of, Iceland, and, Mount, Hekla, https://t.co/447fAQTgq0, via, @Etsy, #handmade, #screenprinting, #tshirtoftheday, https://t]|139|14|[https://t.co/447fAQTgq0, https://t]|1|[#handmade, #screenprinting, #tshirtoftheday]|1|[#handmade, #screenprinting, #tshirtoftheday]|1
62|Dear @ATinyAdventure , I think I've found the perfect t-shirt... https://t.co/XDz3LVbhG5|0|Mon Feb 15 20:44:33 +0000 2016|[Dear, @ATinyAdventure, I, think, I've, found, the, perfect, t-shirt.., https://t.co/XDz3LVbhG5]|88|10|[https://t.co/XDz3LVbhG5]|1|[]|1|[]|1
63|@_Okaykaykay true. . But she could not be so hard about it, ladies know guys are attracted to woman of all kinds. .|0|Mon Feb 15 20:44:33 +0000 2016|[@_Okaykaykay, true, But, she, could, not, be, so, hard, about, it, ladies, know, guys, are, attracted, to, woman, of, all, kinds, .]|115|22|[]|1|[]|1|[]|1
64|@JamillKeeper: Who need friends when i have you?       https://t.co/H7XJLdwaI6|1|Mon Feb 15 20:44:33 +0000 2016|[@JamillKeeper, Who, need, friends, when, i, have, you?, https://t.co/H7XJLdwaI6]|78|9|[https://t.co/H7XJLdwaI6]|1|[]|1|[]|1
65|@sidmedjo glad you agree!|0|Mon Feb 15 20:48:46 +0000 2016|[@sidmedjo, glad, you, agree]|25|4|[]|1|[]|1|[]|1
66|:/ I knew I was taking a risk not using waterproof mascara  https://t.co/ELjudLh92c|0|Mon Feb 15 20:48:46 +0000 2016|[:/, I, knew, I, was, taking, a, risk, not, using, waterproof, mascara, https://t.co/ELjudLh92c]|83|13|[https://t.co/ELjudLh92c]|1|[]|1|[]|1
67|I just over-infused my milk with thyme and bay leaves. Seriously, FML.|0|Mon Feb 15 20:48:46 +0000 2016|[I, just, over-infused, my, milk, with, thyme, and, bay, leaves, Seriously, FML.]|70|12|[]|1|[]|1|[]|1
68|MIKEY MOTHERBEAR THE SPAM|0|Mon Feb 15 20:48:46 +0000 2016|[MIKEY, MOTHERBEAR, THE, SPAM]|25|4|[]|1|[]|1|[]|1
69|"""are u gonna be a happy boy then?"""|0|Mon Feb 15 20:48:46 +0000 2016|[are, u, gonna, be, a, happy, boy, then?]|34|8|[]|1|[]|1|[]|1
70|@Beymonce: I didnt know ciara was sooo bad at singing.  https://t.co/MHzT2R39Hm|1|Mon Feb 15 20:48:46 +0000 2016|[@Beymonce, I, didnt, know, ciara, was, sooo, bad, at, singing, https://t.co/MHzT2R39Hm]|79|11|[https://t.co/MHzT2R39Hm]|1|[]|1|[]|1
71|@Leonfe26: Funny and #sarcastic illustrations #4         https://t.co/2WcKkc19rC https://t.co/7vBMVDlrMC|5|Mon Feb 15 20:48:46 +0000 2016|[@Leonfe26, Funny, and, #sarcastic, illustrations, #4, https://t.co/2WcKkc19rC, https://t.co/7vBMVDlrMC]|104|8|[https://t.co/2WcKkc19rC, https://t.co/7vBMVDlrMC]|1|[#sarcastic, #4]|1|[#sarcastic, #4]|1
72|Shout out to #Obama for being proof of making #haters your motivators.|0|Mon Feb 15 20:48:46 +0000 2016|[Shout, out, to, #Obama, for, being, proof, of, making, #haters, your, motivators.]|70|12|[]|1|[#Obama, #haters]|1|[#Obama, #haters]|1
73|@web20classroom: The PBL Resources over at @BIEpbl are really second to none. https://t.co/lfBr1NIQzy|1|Mon Feb 15 20:48:46 +0000 2016|[@web20classroom, The, PBL, Resources, over, at, @BIEpbl, are, really, second, to, none, https://t.co/lfBr1NIQzy]|101|13|[https://t.co/lfBr1NIQzy]|1|[]|1|[]|1
74|@jiyongbling:     virgo: sphinx     https://t.co/sii7XTfSR6|2|Mon Feb 15 20:48:46 +0000 2016|[@jiyongbling, virgo, sphinx, https://t.co/sii7XTfSR6]|59|4|[https://t.co/sii7XTfSR6]|1|[]|1|[]|1
75|@JamesAwandu on my Timeline the pinned tweet|0|Mon Feb 15 20:48:46 +0000 2016|[@JamesAwandu, on, my, Timeline, the, pinned, tweet]|44|7|[]|1|[]|1|[]|1
76|DON'T KNOW WHY I  CAME IN THIS CLUB WITH YOU GIRL|0|Mon Feb 15 20:48:46 +0000 2016|[DON'T, KNOW, WHY, I, CAME, IN, THIS, CLUB, WITH, YOU, GIRL]|49|11|[]|1|[]|1|[]|1
77|@boopjpg:     like an illusion     #       #jungkook #                #btsfanart (ref by @justkookiee) https://t.co/vqahjuyDvO|9|Mon Feb 15 20:48:46 +0000 2016|[@boopjpg, like, an, illusion, #, #jungkook, #, #btsfanart, (ref, by, @justkookiee), https://t.co/vqahjuyDvO]|126|12|[https://t.co/vqahjuyDvO]|1|[#, #jungkook, #, #btsfanart]|1|[#, #jungkook, #, #btsfanart]|1
78|@graham_euan: Expert: don't swallow selective quote bubblegum propaganda from @XHNews  https://t.co/83OOsgmtcx|2|Mon Feb 15 20:48:46 +0000 2016|[@graham_euan, Expert, don't, swallow, selective, quote, bubblegum, propaganda, from, @XHNews, https://t.co/83OOsgmtcx]|110|11|[https://t.co/83OOsgmtcx]|1|[]|1|[]|1
79|"Suddenly the media are talking is up for the league.  If it doesn't work out it will be ""the fans all said this was the year"". #THFC"|0|Mon Feb 15 20:48:46 +0000 2016|[Suddenly, the, media, are, talking, is, up, for, the, league, If, it, doesn't, work, out, it, will, be, the, fans, all, said, this, was, the, year, #THFC]|132|27|[]|1|[#THFC]|1|[#THFC]|1
80|@Llydisblur BREAD FOR YOUR STARVING WIFE AND CHILD. GO LUNAR PRISON. WHAT THE FUCK IS THIS LES FUCKING MISERABLES?|0|Mon Feb 15 20:48:46 +0000 2016|[@Llydisblur, BREAD, FOR, YOUR, STARVING, WIFE, AND, CHILD, GO, LUNAR, PRISON, WHAT, THE, FUCK, IS, THIS, LES, FUCKING, MISERABLES?]|114|19|[]|1|[]|1|[]|1
81|Um I'm too uptight  https://t.co/HMYrd2Dczd|0|Mon Feb 15 20:48:46 +0000 2016|[Um, I'm, too, uptight, https://t.co/HMYrd2Dczd]|43|5|[https://t.co/HMYrd2Dczd]|1|[]|1|[]|1
82|@socialistprick15 year olds are sucking people off in car parks cus deluded  people like you bring them up and look to blame others|0|Mon Feb 15 20:48:46 +0000 2016|[@socialistprick15, year, olds, are, sucking, people, off, in, car, parks, cus, deluded, people, like, you, bring, them, up, and, look, to, blame, others]|131|23|[]|1|[]|1|[]|1
83|@JennaAnneWeber @MarkMeets thank you     |0|Mon Feb 15 20:48:46 +0000 2016|[@JennaAnneWeber, @MarkMeets, thank, you]|41|4|[]|1|[]|1|[]|1
84|That's that bullshit . Only makes me madder. https://t.co/3r274nakNB|0|Mon Feb 15 20:48:46 +0000 2016|[That's, that, bullshit, Only, makes, me, madder, https://t.co/3r274nakNB]|68|8|[https://t.co/3r274nakNB]|1|[]|1|[]|1
85|The Senate must do its job and consider Obama's pick to replace Scalia https://t.co/Ggv1NDeiMC @GOP AS HORRIBLE AS SCALIA! TRAITORS 2 PUBLIC|0|Mon Feb 15 20:48:46 +0000 2016|[The, Senate, must, do, its, job, and, consider, Obama's, pick, to, replace, Scalia, https://t.co/Ggv1NDeiMC, @GOP, AS, HORRIBLE, AS, SCALIA, TRAITORS, 2, PUBLIC]|140|22|[https://t.co/Ggv1NDeiMC]|1|[]|1|[]|1
86|@CockShare:    @bi_ndk85: How is this for some #WetWednesday #precum? #HotSAcock #uncutcock @CocksDaily2 @CockShare http://t.co/cBOvk19ABo   |3|Mon Feb 15 20:48:46 +0000 2016|[@CockShare, @bi_ndk85, How, is, this, for, some, #WetWednesday, #precum?, #HotSAcock, #uncutcock, @CocksDaily2, @CockShare, http://t.co/cBOvk19ABo]|141|14|[http://t.co/cBOvk19ABo]|1|[#WetWednesday, #precum?, #HotSAcock, #uncutcock]|1|[#WetWednesday, #precum?, #HotSAcock, #uncutcock]|1
87|@girsponge it's never too late to be you &lt;3|0|Mon Feb 15 20:48:46 +0000 2016|[@girsponge, it's, never, too, late, to, be, you, &lt;3]|46|9|[]|1|[]|1|[]|1
88|@aminugamawa @dhortuneademola I think consultation before approval isn't good,It looks like imposition|0|Mon Feb 15 20:48:46 +0000 2016|[@aminugamawa, @dhortuneademola, I, think, consultation, before, approval, isn't, good, It, looks, like, imposition]|102|13|[]|1|[]|1|[]|1
89|@MissWallMath: My people. Wow, it's been a good year. @AvesDanceTeam https://t.co/Bi5xgTw8nv|4|Mon Feb 15 20:48:46 +0000 2016|[@MissWallMath, My, people, Wow, it's, been, a, good, year, @AvesDanceTeam, https://t.co/Bi5xgTw8nv]|92|11|[https://t.co/Bi5xgTw8nv]|1|[]|1|[]|1
90|Gia's such a dork                     |0|Mon Feb 15 20:48:46 +0000 2016|[Gia's, such, a, dork]|38|4|[]|1|[]|1|[]|1
